,mun_name,year,TH - INTERCOMMUNALITY / ACTUAL AMOUNT OF WHICH THP/E FOR THE BENEFIT OF THE STATE,yr_growth
21887,FRASNAY-REUGNY,2011,9392.0,989.5591647331786
36857,MARCON,2011,86790.0,989.5053979412504
49939,ROUCAMPS,2011,8275.0,988.8157894736843
31833,LE DIAMANT,2011,518381.0,988.738369772961
52339,SAINT-ETIENNE-DES-CHAMPS,2011,8216.0,988.2119205298013
63189,TROIS-VEVRES,2011,23522.0,987.4711049468331
30669,LANMODEZ,2011,68537.0,987.0261697065821
20693,FEY,2011,65620.0,986.243999337858
38603,MESTERRIEUX,2011,11601.0,986.2359550561798
38865,MIGNIERES,2011,28226.0,986.0330896498652
14713,COMBRAILLES,2011,14028.0,985.7585139318885
34185,LEZARDRIEUX,2011,279258.0,983.7815810920946
21401,FONTENOUILLES,2011,19560.0,983.6565096952908
31605,LE BREVEDENT,2011,10465.0,983.3333333333334
26257,INTRAVILLE,2011,14860.0,982.3015294974508
51079,SAINT-AUBIN,2011,476980.0,982.2744599745871
14033,CISTERNES-LA-FORET,2011,30635.0,982.1264570823031
12405,CHARLEVAL,2011,326789.0,981.975300466841
14859,CONDAT-EN-COMBRAILLE,2011,29613.0,981.5558802045289
7355,BONNEVILLE-LA-LOUVET,2011,85966.0,981.3333333333333
26601,JASSEINES,2011,9094.0,981.3317479191438
14081,CIZELY,2011,6530.0,981.1258278145696
48227,RAINSARS,2011,11762.0,981.0661764705882
703,ALLEUZE,2011,20704.0,980.5845511482255
50941,SAINT-ANDRE-ET-APPELLES,2011,63699.0,980.559796437659
4917,BEAUMONT-SUR-DEME,2011,30347.0,979.5802205620776
22011,FRESNAY-LE-COMTE,2011,8604.0,979.5483061480551
17571,DIEULIVOL,2011,14196.0,979.5437262357414
49109,RIENCOURT-LES-CAGNICOURT,2011,17539.0,977.3341523341523
51927,SAINT-CYPRIEN,2011,4506104.0,977.2601979951851
58829,SAULZOIR,2011,130212.0,976.755147606053
16123,COYRIERE,2011,9066.0,976.7220902612827
40205,MONTENOY,2011,36070.0,976.3951059385258
31441,LE BAN-SAINT-MARTIN,2011,569089.0,975.4979778508524
36795,MARCILLAT,2011,22434.0,975.4554170661553
53387,SAINT-HILAIRE-LES-MONGES,2011,4850.0,975.3880266075388
28839,LA MAXE,2011,87430.0,975.0030738964713
46731,PONTAUMUR,2011,60758.0,974.0321725296093
54411,SAINT-LEGER-SOUS-MARGERIE,2011,2577.0,973.7500000000001
19957,ETROEUNGT,2011,80841.0,973.3005841741901
36381,MALLELOY,2011,84755.0,972.9839220154449
51197,SAINT-AUGUSTIN,2011,229649.0,972.124183006536
4489,BAUDREVILLE,2011,30307.0,972.0551821719138
66323,VILLENEUVE-D'AVAL,2011,7097.0,972.0543806646525
63261,TROYE-D'ARIEGE,2011,10345.0,972.0207253886011
14145,CLARBEC,2011,29416.0,972.0116618075801
13745,CHIEULLES,2011,35239.0,971.7457420924575
26763,JONCREUIL,2011,4576.0,971.6627634660421
30503,LANDOGNE,2011,18257.0,971.4201877934272
32139,LE MARIN,2011,582220.0,970.9660804944449
40731,MONTMORENCY,2011,3646040.0,970.4473457835818
56069,SAINT-PHILIPPE-DU-SEIGNAL,2011,34009.0,970.1384518565135
67985,WOIPPY,2011,1061318.0,969.8878012883193
36733,MARCHAIS-BETON,2011,13277.0,969.8630136986301
59215,SCHWERDORFF,2011,26782.0,969.5686900958467
14399,COCLOIS,2011,10130.0,967.4394099051634
61093,SURVILLE,2011,107612.0,967.2617276604185
38625,METZ,2011,14588966.0,966.9175087794739
20753,FILSTROFF,2011,55840.0,966.6666666666666
31083,LATILLE,2011,94297.0,966.2256897331524
33207,LENTILLES,2011,3902.0,966.120218579235
21749,FRAHIER-ET-CHATEBIER,2011,134733.0,965.7570004746084
4243,BARNAY,2011,13661.0,964.7700701480904
20363,FAVEROLLES,2011,153303.0,964.6781026460171
55789,SAINT-OURS,2011,124297.0,964.5512161699212
21933,FREDERIC-FONTAINE,2011,24042.0,964.2762284196547
40873,MONTREUIL-BONNIN,2011,49558.0,963.0201630201631
43681,ONDEFONTAINE,2011,14105.0,962.1234939759037
66921,VILLOSANGES,2011,22867.0,962.0993961913608
29553,LA VIEILLE-LOYE,2011,45708.0,961.4955875522528
12579,CHASSAGNY,2011,86058.0,961.134401972873
28367,LA FERMETE,2011,70411.0,959.7682119205299
49467,ROCLES,2011,60205.0,956.7842724240828
27143,KERBORS,2011,46014.0,956.5786452353617
44377,OZON,2011,44250.0,955.5820610687024
47733,PUJO-LE-PLAN,2011,29889.0,955.0300035298271
46883,PORT-SAINTE-FOY-ET-PONCHAPT,2011,235890.0,954.8698685269654
24147,GRENY,2011,6434.0,954.7540983606558
40733,MONTMORENCY-BEAUFORT,2011,5769.0,954.6617915904935
67021,VINETS,2011,7675.0,954.2582417582418
35005,LONGEVILLE-LES-METZ,2011,511566.0,952.2368718760927
27617,LA BOURDINIERE-SAINT-LOUP,2011,19821.0,952.0700636942674
52527,SAINT-FLOUR,2011,973465.0,951.5306342896647
64287,VAUCOGNE,2011,4847.0,951.409978308026
28785,LA LOYE,2011,61046.0,951.2484931978646
51311,SAINT-BAUZILE,2011,49472.0,951.0303802846825
56509,SAINT-QUENTIN-AU-BOSC,2011,5396.0,949.8054474708172
28587,LA GRANDE-VERRIERE,2011,77284.0,949.769084487911
27867,LA CHAPELLE-DES-FOUGERETZ,2011,670385.0,949.5757139278558
57089,SAINT-SULPICE-LA-FORET,2011,163657.0,948.7471964114067
16907,CUSTINES,2011,368115.0,946.6435415541213
10097,CAMPANDRE-VALCONGRAIN,2011,4918.0,946.3829787234042
12863,CHATELAY,2011,11119.0,946.0018814675446
49017,RIANS,2011,500583.0,945.735235747561
8639,BREMOY,2011,9703.0,945.5818965517242
65407,VEZIN-LE-COQUET,2011,688915.0,945.1090749112534
5463,BELVERNE,2011,10454.0,944.3556443556444
49341,ROANNE,2011,4885570.0,944.0479116135442
52633,SAINT-GEIN,2011,22373.0,944.003733084461
52261,SAINT-ESPRIT,2011,512874.0,943.8270851141775
2671,AUBOUE,2011,299471.0,943.8166608574417
843,AMANCE,2011,78354.0,943.0511182108626
46019,PLEUBIAN,2011,392420.0,942.755028831079
9663,BUTHIERS,2011,35163.0,941.2496298489783
14493,COISERETTE,2011,6026.0,940.7599309153713
41387,MOUCHARD,2011,120047.0,940.7195491980926
45887,PLANCHER-BAS,2011,205621.0,940.6974390120457
51981,SAINT-CYR-LES-VIGNES,2011,187217.0,939.4015101043749
24495,GUERSTLING,2011,34652.0,939.3521295740852
8325,BOYER,2011,96659.0,939.1206192216728
42055,NANTON,2011,55421.0,939.0138732658418
40745,MONTMOTIER,2011,3542.0,938.7096774193548
16839,CURGY,2011,133605.0,938.4346339188559
55355,SAINT-MAURICE-SUR-DARGOIRE,2011,144867.0,938.249838744356
49659,ROMERIES,2011,29652.0,937.8718935946797
4025,BANS,2011,23389.0,937.6663708961846
17991,DONNEMENT,2011,3060.0,937.2881355932204
13811,CHISSEY-EN-MORVAN,2011,43575.0,936.7594575303356
26821,JOUAVILLE,2011,34540.0,935.992801439712
35545,LUCENAY-L'EVEQUE,2011,53251.0,935.6087125632049
32789,LE THEIL-BOCAGE,2011,12509.0,935.5132450331126
16899,CUSSY-EN-MORVAN,2011,75215.0,935.4487885462555
13209,CHAVANGES,2011,28547.0,935.4370692782009
135,ACIGNE,2011,888724.0,934.7837224195144
27339,L'HERMITAGE,2011,500263.0,934.6059189709015
2367,ASNIERES-EN-POITOU,2011,14888.0,933.8888888888889
30471,LANDERROUET-SUR-SEGUR,2011,8476.0,933.6585365853658
18201,DRACY-SAINT-LOUP,2011,63259.0,933.6437908496732
47035,POULDREUZIC,2011,275043.0,932.9089680036052
36683,MARBACHE,2011,227742.0,932.5625680087051
42433,NEUVELLE-LES-CROMARY,2011,23048.0,932.154052843708
25277,HECOURT,2011,35239.0,931.5866510538642
13901,CHOUX,2011,14799.0,931.2891986062718
62987,TREOGAT,2011,65836.0,930.7812744637545
31327,LAVENAY,2011,37115.0,930.6859205776174
34697,LIVERDUN,2011,841946.0,930.6219627140637
2807,AUGERANS,2011,21588.0,930.453460620525
52089,SAINT-DENIS-SUR-OUANNE,2011,16545.0,930.1992528019925
11991,CHAMPIGNEULLES,2011,1024347.0,929.9706396927222
36847,MARCLOPT,2011,90647.0,929.4946053378762
3397,AVIGNON-LES-SAINT-CLAUDE,2011,50152.0,929.3924466338259
49697,RONCHAMP,2011,271513.0,929.0430168656434
12583,CHASSAL,2011,52917.0,928.713063763608
12483,CHARNY,2011,161046.0,928.5221611955549
13815,CHISSEY-SUR-LOUE,2011,42364.0,928.5020636076717
46527,POMPEY,2011,628930.0,927.7305706255311
33629,LES LEVES-ET-THOUMEYRAGUES,2011,42540.0,927.536231884058
46037,PLEUMEUR-GAUTIER,2011,108884.0,927.304462685159
1601,APREMONT,2011,283878.0,927.2036474164133
22291,FROUARD,2011,945320.0,927.1867869173096
62807,TREDARZEC,2011,131111.0,926.9522988955903
27855,LA CHAPELLE-DE-BRAGNY,2011,30335.0,926.9126607989167
10677,CASTELMORON-D'ALBRET,2011,2864.0,926.5232974910393
8259,BOUXIERES-AUX-DAMES,2011,669943.0,925.6950823687918
10337,CAPLONG,2011,13302.0,925.5975327679259
25065,HATRIZE,2011,91964.0,925.4683318465655
59937,SESSENHEIM,2011,219211.0,925.308699719364
42821,NOGENT-SUR-AUBE,2011,19202.0,925.2002135611318
60933,STATTMATTEN,2011,63231.0,924.9797373966608
27993,LA CHAPELLE-ORTHEMALE,2011,5144.0,924.7011952191235
66575,VILLERS-FARLAY,2011,56437.0,924.6368917937546
31909,LE FRECHE,2011,21476.0,924.1297091082499
26925,JUGAZAN,2011,14822.0,923.6187845303867
17517,DICY,2011,42887.0,923.3118587449295
45195,PERROUSE,2011,19952.0,922.655048692978
27925,LA CHAPELLE-GAUGAIN,2011,23485.0,921.9756309834638
45889,PLANCHER-LES-MINES,2011,111378.0,920.9735081125675
65885,VILLARD-SAINT-SAUVEUR,2011,85947.0,920.8694619313457
40535,MONTIGNY-LES-METZ,2011,2847641.0,920.7440039859916
21573,FOUCHERANS,2011,259549.0,920.2397798742138
49533,ROGNA,2011,23812.0,920.2227934875749
56601,SAINT-REMY-DE-BLOT,2011,15473.0,919.9736321687542
31415,LAY-SAINT-CHRISTOPHE,2011,401670.0,918.4588858743883
64403,VAUPOISSON,2011,7750.0,918.3968462549277
43737,ORADOUR,2011,27764.0,918.1151448478181
6351,BIBICHE,2011,24809.0,918.0139515798112
39939,MONTBARREY,2011,38352.0,917.8343949044587
9053,BRIVES,2011,15022.0,917.7506775067751
51097,SAINT-AUBIN-DE-BRANNE,2011,23138.0,916.161616161616
6133,BETTON,2011,1573665.0,916.1134105158487
51241,SAINT-AVIT-SAINT-NAZAIRE,2011,91033.0,916.1067083379841
3165,AUTREY-LE-VAY,2011,5070.0,916.0320641282565
39269,MOLINGES,2011,67091.0,915.7607872823619
41117,MORDELLES,2011,1162895.0,914.70716554396
36973,MARGENCY,2011,475289.0,914.6208692682094
49261,RIOZ,2011,158034.0,914.5342492135841
771,ALLY,2011,70321.0,914.001441961067
50851,SAINT-ANDEOL-LE-CHATEAU,2011,95310.0,913.2893897512225
26321,ISLE-AUBIGNY,2011,7403.0,912.7222982216143
17849,DOMMARTIN-LE-COQ,2011,3248.0,911.8380062305296
46979,POUGY,2011,15266.0,910.9933774834436
29357,LA SELLE-GUERCHAISE,2011,10219.0,910.7814045499506
62383,TORPES,2011,130560.0,910.6827682303763
15189,CORDESSE,2011,20490.0,910.3550295857989
32951,LE VERNET,2011,268220.0,910.3209281301793
12157,CHANDOLAS,2011,60774.0,910.0382250290842
17059,DAMMARIE,2011,47852.0,909.322927652394
49615,ROMAGNY,2011,80214.0,908.9811320754716
54295,SAINT-LAURENT-LA-CONCHE,2011,102107.0,908.663439691791
44229,OUNANS,2011,32741.0,908.3461656914075
46873,PORT-LESNEY,2011,66280.0,908.2141770611499
50101,ROUSSILLON-EN-MORVAN,2011,47018.0,907.4566102421256
56565,SAINT-QUINTIN-SUR-SIOULE,2011,29668.0,907.4023769100171
37001,MARGUERON,2011,26423.0,906.9740853658537
4721,BEAUCE,2011,140231.0,906.4666618818633
26545,JANVILLE,2011,248476.0,906.4646791963706
26127,IGORNAY,2011,47666.0,904.9757537423571
46089,PLOGASTEL-SAINT-GERMAIN,2011,212915.0,904.4581780440628
48267,RAMERUPT,2011,18387.0,904.205352266521
60853,SOUVANS,2011,51925.0,903.9636504253673
49221,RIMONS,2011,12427.0,903.7964458804524
57969,SAINTE-RUFFINE,2011,89638.0,903.3355719722408
58255,SALVIZINET,2011,123222.0,902.2122814152094
47075,POURNOY-LA-CHETIVE,2011,57895.0,901.9903080650744
67615,VULVOZ,2011,3645.0,901.3736263736265
64853,VER-LES-CHARTRES,2011,32917.0,901.1253041362531
67423,VORAY-SUR-L'OGNON,2011,82786.0,900.3141614306427
16147,CRAMANS,2011,47588.0,900.1681378730559
30411,LANAS,2011,37304.0,899.3035092418966
44409,PAGNOZ,2011,23920.0,899.1645781119466
12195,CHANTEAU,2011,87691.0,899.0999202460978
44023,ORTILLON,2011,1748.0,898.8571428571429
27775,LA CHAMPENOISE,2011,16263.0,898.3425414364641
7893,BOURDALAT,2011,9272.0,898.0624327233585
38279,MERCUER,2011,166439.0,898.0152305570547
64707,VENDEGIES-SUR-ECAILLON,2011,84477.0,897.838412473423
13031,CHAUDREY,2011,8401.0,897.7434679334916
19953,ETRIGNY,2011,64613.0,897.7300802964793
35611,LUGAIGNAC,2011,21947.0,897.5909090909091
57735,SAINTE-FOY-LA-GRANDE,2011,161989.0,897.3463859130649
46563,PONCINS,2011,175803.0,896.6156462585034
56515,SAINT-QUENTIN-DE-CAPLONG,2011,15443.0,896.3225806451612
14099,CLAIREGOUTTE,2011,34376.0,896.1170675166619
44087,OSSE,2011,85525.0,895.9822988238035
58443,SANTANS,2011,30768.0,895.7281553398058
21131,FONDREMAND,2011,14088.0,895.6183745583038
19577,ESPRELS,2011,56779.0,895.5988076450991
27953,LA CHAPELLE-JANSON,2011,101878.0,895.5829180103586
30547,LANDUDEC,2011,122417.0,894.4516653127538
46551,PONCE-SUR-LE-LOIR,2011,40802.0,894.2007797270956
37131,MARMAGNE,2011,230166.0,894.0658201606634
13177,CHAUX-LA-LOTIERE,2011,26344.0,893.7382119954734
39719,MONT-SOUS-VAUDREY,2011,155165.0,893.6283299180328
53785,SAINT-JEAN-LE-VIEUX,2011,178882.0,893.2370905052748
45321,PEUMERIT,2011,76400.0,892.8525016244315
18267,DROUGES,2011,33231.0,891.9701492537314
33045,LECOUSSE,2011,357730.0,891.9585170396251
37927,MEDEYROLLES,2011,13059.0,891.5717539863326
11873,CHAMPAGNE-SUR-LOUE,2011,14743.0,891.4593140551447
3305,AVANT-LES-RAMERUPT,2011,6434.0,891.3713405238828
23713,GOURLIZON,2011,85637.0,890.9395973154362
65139,VERNOUX-SUR-BOUTONNE,2011,16350.0,890.9090909090909
7835,BOULOT,2011,55020.0,890.4590459045904
49299,RIVERIE,2011,15161.0,890.2677988242978
43527,OISELAY-ET-GRACHAUX,2011,26575.0,889.7579143389199
52303,SAINT-ETIENNE-DE-FONTBELLON,2011,311572.0,888.9604824631011
36883,MARDIE,2011,214231.0,888.4239180585032
20685,FEURS,2011,1457974.0,885.8636265281834
11689,CHAMBEON,2011,85933.0,885.1312621804425
8981,BRILLECOURT,2011,4235.0,884.8837209302326
47005,POUILLY-LES-FEURS,2011,208411.0,884.8825669864374
42577,NEUVY-PAILLOUX,2011,107128.0,884.7228605570365
59279,SECONDIGNE-SUR-BELLE,2011,39579.0,884.5522388059701
61219,TAIZE,2011,85703.0,883.9609644087255
57017,SAINT-SORLIN,2011,35784.0,883.3470733718053
47953,QUENOCHE,2011,15967.0,883.1896551724138
26645,JAVENE,2011,160415.0,883.055521509989
26363,ISSE,2011,103818.0,883.0319098570211
11711,CHAMBLAY,2011,41993.0,882.7521647554411
64343,VAUDREY,2011,37369.0,882.3606729758149
14699,COMBLEUX,2011,64804.0,882.3252993785054
45719,PINEUILH,2011,367727.0,881.7834735015351
59475,SEMOY,2011,266202.0,881.7155922702464
55465,SAINT-MICHEL-D'AURANCE,2011,21358.0,881.5257352941176
4239,BARNAS,2011,26026.0,880.6330067822156
67027,VINEZAC,2011,107365.0,880.1442395471973
25925,HOUSSAY,2011,65795.0,879.8212956068504
25595,HESTROFF,2011,28291.0,879.6052631578947
44621,PARCE,2011,44100.0,879.1296625222025
64059,VANTOUX,2011,92372.0,878.30968015251
1263,ANGLARDS-DE-SAINT-FLOUR,2011,34455.0,878.2793867120954
53691,SAINT-JEAN-DE-TOUSLAS,2011,46993.0,878.2056619483762
36937,MAREUIL-CAUBERT,2011,99504.0,878.0224100648713
7347,BONNEVENT-VELLOREILLE,2011,25502.0,877.8374233128835
29233,LA ROCHETTE,2011,572820.0,877.8255748450864
23983,GRANDVELLE-ET-LE-PERRENOT,2011,24697.0,877.3248911753067
5259,BELLANCOURT,2011,65196.0,877.3047519112577
5685,BERMERAIN,2011,46665.0,876.0510353482535
41127,MOREMBERT,2011,1942.0,875.8793969849247
66723,VILLERSEXEL,2011,102952.0,875.755852525827
52335,SAINT-ETIENNE-DE-VICQ,2011,52725.0,875.1248381727389
63767,VALEILLE,2011,100946.0,874.7585940517574
30073,LAGORCE,2011,188088.0,874.4987306357183
53585,SAINT-JEAN-DE-BRAYE,2011,2042854.0,874.4534704566379
7573,BOU,2011,78668.0,873.6138613861388
25767,HOLLING,2011,24726.0,873.464566929134
18995,EPAGNE-EPAGNETTE,2011,78120.0,871.2793733681461
6477,BILLE,2011,77943.0,871.1313231996012
29355,LA SELLE-EN-LUITRE,2011,38168.0,870.9488679725262
63895,VALLEROY,2011,277522.0,870.6960475690801
64267,VAUCHELLES-LES-QUESNOY,2011,72282.0,870.6190412246542
67173,VISSEICHE,2011,59446.0,870.3885079986941
18517,ECHAVANNE,2011,15258.0,869.9936427209154
38223,MENSKIRCH,2011,9203.0,869.7576396206534
62279,TINTRY,2011,8261.0,869.6009389671362
62703,TRAITIEFONTAINE,2011,9548.0,869.3401015228426
14049,CIVENS,2011,231192.0,868.7492143306097
23915,GRAND-LAVIERS,2011,41497.0,868.4247374562426
29719,LABEGUDE,2011,145505.0,868.1615543282985
53399,SAINT-HILAIRE-SAINT-MESMIN,2011,235765.0,867.8763496038424
63023,TRESSANDANS,2011,2593.0,867.5373134328358
40033,MONTCABRIER,2011,42210.0,867.4535869814347
1137,ANDELAROCHE,2011,25135.0,867.1027318199308
39983,MONTBOILLON,2011,19477.0,867.0804369414102
20585,FERRIERES,2011,188731.0,866.8101019414988
34027,LESSY,2011,123207.0,866.6326690726503
26239,INGRE,2011,711520.0,866.6077978535524
41559,MOUSSE,2011,20109.0,866.3142719846228
13885,CHOUDAY,2011,8828.0,865.8643326039387
8775,BRETTNACH,2011,26336.0,865.7499083241656
18469,EBERSVILLER,2011,46292.0,865.6236962870255
37057,MARIGNY-LES-USAGES,2011,97032.0,865.588615782665
19771,ESTRY,2011,15977.0,864.212432106216
14473,COIN-SUR-SEILLE,2011,30166.0,863.7699680511183
1547,ANZELING,2011,31890.0,863.7352674524026
44691,PARIGNE,2011,102409.0,862.7620569709504
65617,VIESLY,2011,90377.0,862.6864081806561
14229,CLEPPE,2011,92687.0,862.4818276220145
6485,BILLEZOIS,2011,36563.0,862.4374835483021
18285,DRUCAT,2011,110956.0,862.2409157922123
30141,LAIGNELET,2011,90619.0,862.0872704108716
42331,NEUFMOULIN,2011,40750.0,861.9924457034939
24567,GUILER-SUR-GOYEN,2011,40852.0,861.4497528830314
17457,DEUIL-LA-BARRE,2011,3173820.0,861.2218567716377
45025,PENNESIERES,2011,12457.0,861.1882716049383
60407,SOMMAING,2011,24354.0,861.0891870560378
42713,NIHERNE,2011,100323.0,860.30439360582
57773,SAINTE-HELENE,2011,230126.0,859.6980691438341
10027,CAMBRON,2011,79154.0,859.6750727449079
19549,ESPINASSE,2011,23333.0,859.4161184210526
14709,COMBOURTILLE,2011,39431.0,859.1583556312333
46023,PLEUDANIEL,2011,89168.0,859.0019359001935
13303,CHECY,2011,618521.0,858.4717659455773
49237,RIOCAUD,2011,8845.0,858.2881906825568
31289,LAVASTRIE,2011,26374.0,857.6615831517792
2129,ARREMBECOURT,2011,2001.0,857.4162679425838
23,ABBEVILLE,2011,3382010.0,857.2060534188457
6999,BOIGNY-SUR-BIONNE,2011,174578.0,857.1687044245847
50227,ROYERES,2011,86521.0,857.0907079646017
52061,SAINT-DENIS-EN-VAL,2011,725446.0,856.6867557267008
51959,SAINT-CYR-EN-VAL,2011,269529.0,856.488874693921
16525,CROMARY,2011,20768.0,856.1694290976059
64071,VANY,2011,37815.0,855.8897876643075
14003,CIREY,2011,24192.0,855.8277360726985
58245,SALT-EN-DONZY,2011,98332.0,855.050505050505
8523,BRAY-LES-MAREUIL,2011,27676.0,855.0034506556246
35613,LUGAN,2011,37235.0,854.988458579123
56495,SAINT-PRYVE-SAINT-MESMIN,2011,487892.0,854.7228147075515
50243,ROZERIEULLES,2011,186132.0,854.474129531819
21601,FOUGERES,2011,2305246.0,854.2726569000419
20947,FLEURIGNE,2011,79220.0,853.8832028898254
30443,LANDEAN,2011,101825.0,853.6854921794511
53631,SAINT-JEAN-DE-LA-RUELLE,2011,1604661.0,853.673756842049
28043,LA CHAPELLE-SAINT-MESMIN,2011,1126281.0,853.5541934063701
16939,CUVRY,2011,77753.0,853.3227072094164
41115,MORCOURT,2011,88995.0,852.5313068607513
30225,LALHEUE,2011,36089.0,852.2163588390501
58881,SAUSSEY,2011,30803.0,851.8850432632879
58507,SARAN,2011,1303109.0,851.7719152168514
24317,GROSLAY,2011,1023500.0,851.5796128600383
10301,CAOURS,2011,81732.0,851.2569832402235
67473,VOUILLON,2011,13755.0,851.2448132780083
2027,ARNAUD-GUILHEM,2011,23154.0,850.8829568788501
66995,VINCELLES,2011,187989.0,850.1592115238818
20967,FLEURY-LES-AUBRAIS,2011,1965466.0,850.0466451728288
14871,CONDE,2011,13813.0,850.0
28815,LA MALACHERE,2011,16177.0,849.9119201409277
68103,YONVAL,2011,29435.0,849.8225233946433
32091,LE LOROUX,2011,44225.0,849.4418205238298
51023,SAINT-AOUSTRILLE,2011,9587.0,849.2079207920792
43131,NOUILLY,2011,52301.0,848.6849265372756
13523,CHERIGNE,2011,12577.0,848.4917043740573
51351,SAINT-BENOIT,2011,1118337.0,848.3861940298507
63011,TRESILLEY,2011,11780.0,847.7071600965406
31799,LE CREST,2011,140514.0,847.4983142279165
17895,DOMPIERRE-DU-CHEMIN,2011,41580.0,847.3684210526314
25181,HAUTERIVE,2011,162828.0,847.1700308300856
61291,TANAVELLE,2011,20418.0,846.5924895688456
32943,LE VERGER,2011,99108.0,846.4998567472065
5911,BERVILLE,2011,47806.0,846.4660463274599
57067,SAINT-SULPICE-DE-GUILLERAGUES,2011,11594.0,846.4489795918369
9029,BRIOUX-SUR-BOUTONNE,2011,137987.0,845.8938853852482
59915,SERVILLY,2011,29266.0,845.5896607431341
43901,ORLEANS,2011,10633812.0,845.4899492125817
65619,VIESSOIX,2011,37705.0,844.9874686716792
7837,BOULT,2011,38467.0,844.6709233791748
35647,LUITRE,2011,96417.0,844.5239028213166
29881,LACHAPELLE-SOUS-AUBENAS,2011,133741.0,843.9652738565782
56305,SAINT-PIERRE-LAVAL,2011,43816.0,843.2938643702906
60323,SOISY-SOUS-MONTMORENCY,2011,2680833.0,842.8431251868394
38853,MIGNAVILLERS,2011,15545.0,842.6925409338994
29053,LA PETITE-VERRIERE,2011,7155.0,842.687747035573
48553,RECOLOGNE-LES-RIOZ,2011,13253.0,842.6031294452347
66125,VILLEDIEU-SUR-INDRE,2011,175998.0,842.5266427462111
20373,FAVIERES,2011,280011.0,842.1952286416097
60517,SORANS-LES-BREUREY,2011,26886.0,842.0462508759636
52667,SAINT-GENEST-DE-BEAUZON,2011,28152.0,841.8534626965541
30757,LANTENAY,2011,46866.0,841.8408360128618
18449,EAUCOURT-SUR-SOMME,2011,37918.0,841.8281172379533
13425,CHENEDOLLE,2011,10262.0,841.4678899082569
2897,AULX-LES-CROMARY,2011,12490.0,841.2207987942727
20223,FALLON,2011,20524.0,840.6049495875344
4267,BARRAIS-BUSSOLLES,2011,22893.0,840.5505341002465
49521,ROFFIAC,2011,50339.0,840.2129249159508
945,AMBRAULT,2011,56497.0,838.9562905102209
49125,RIEUPEYROUX,2011,161346.0,838.8769275530987
63613,VADANS,2011,36697.0,838.7822972627271
37177,MAROLLES,2011,163760.0,838.7755102040817
5761,BERNIERES-LE-PATRY,2011,24879.0,838.1221719457013
29273,LA ROQUILLE,2011,15553.0,838.0579010856454
52571,SAINT-FRANCOIS-LACROIX,2011,14626.0,837.5641025641025
66461,VILLEPERDUE,2011,61215.0,837.0120924536966
61751,THENAC,2011,131147.0,836.9650639422733
2475,ASTET,2011,7010.0,835.9145527369826
67265,VIVEROLS,2011,63723.0,835.864297253635
43201,NOYAL-CHATILLON-SUR-SEICHE,2011,866835.0,835.3998057623826
56859,SAINT-SAUVEUR-DES-LANDES,2011,93894.0,835.2923597967924
24497,GUERTING,2011,64848.0,834.9480968858131
13835,CHIZE,2011,77102.0,834.909664120286
60193,SIMPLE,2011,25490.0,834.3841642228739
62293,TIVIERS,2011,12541.0,833.8049143708115
353,AILHON,2011,52965.0,833.6329984135378
47611,PRUNIERS,2011,33307.0,832.7079249509941
52143,SAINT-DIDIER-SOUS-RIVERIE,2011,58467.0,832.488038277512
26081,HYET,2011,7035.0,831.7880794701987
43575,OLIVET,2011,2836641.0,831.7233315049056
15413,COSSE-LE-VIVIEN,2011,338090.0,830.6083126892374
57273,SAINT-VALENTIN,2011,14054.0,830.1125082726671
39879,MONTARLOT-LES-RIOZ,2011,18846.0,829.7483966452885
12541,CHARTRES-DE-BRETAGNE,2011,1119707.0,829.711215915507
20123,EYNESSE,2011,47567.0,829.5876490130936
28705,LA JARRIE,2011,281976.0,829.3869479235333
15395,COSMES,2011,18600.0,829.0709290709291
24869,HAM-SOUS-VARSBERG,2011,253774.0,828.7246111619396
28137,LA CHAULME,2011,24523.0,827.8471433976541
24067,GRAVELOTTE,2011,54776.0,827.6206604572396
15197,COREN,2011,38142.0,827.5778210116732
23063,GEVEZE,2011,528845.0,827.3914949583516
